training_id,employee_id,course_name,category,start_date,end_date,duration_days,completion_status,score,cost_lkr,trainer,department,year
TRN573601,EMP005394,HR Compliance,technical,10-27-2022,"October 31, 2022",4,in progress,76,125715.37,online,RnD,2022
TRN604356,EMP006931,Data Analysis,Compliance,28/12/2022,2023-01-05,8,COMPLETED,95,84709.73,online,Slaes,2022
TRN331906,EMP010951,Agile & Scrum,Soft Skills,2022/04/12,14/04/2022,2,Incomplete,95,136474.94,External,Eng,2022
TRN267809,EMP015555,Presentation Skills,,2020/06/28,2020/07/04,6 days,Dropped,43,95108.82,online,R&D,2020
TRN531586,EMP010903,Project Management,,03 Apr 2020,16 Apr 2020,13,,52,97907.15,Online,Human Resources,2020
TRN828755,EMP014042,Cybersecurity Awareness,TECHNICAL,12 Apr 2020,2020-04-15,3,,40,39371.29,internal,human resources,2020
TRN868409,EMP015181,digital transformation,Soft Skills,01 Sep 2021,,8,Incomplete,90,24697.27,,Marketting,2021
TRN888585,EMP004812,Python for Analytics,Technical,22 Nov 2022,11-30-2022,8,Dropped,56,130433.81,internal,Customer Support,2022
TRN370531,EMP004776,Customer Handling,soft skills,2020/01/20,,3,Incomplete,48,20329.19,online,r&d,2020
TRN972194,EMP019434,Python for Analytics,Compliance,09-03-2022,07/09/2022,4,Completed,42,117766.35,,Research & Dev,2022
TRN176855,EMP012961,Risk Management,N/A,"August 01, 2022",2022-08-03,2,In Progress,61,148448.39,EXTERNAL,finance,2022
TRN792432,EMP012844,Agile & Scrum,TECHNICAL,2021-06-19,2021-07-04,15 days,Completed,97,46276.09,internal,Administration,
TRN611772,EMP016896,Power BI Basics,Leadership,"June 06, 2021","June 11, 2021",5,Incomplete,44,99338.86,External,HR,2021
TRN848419,EMP016070,Strategic Planning,soft skills,"March 22, 2022",30/03/2022,8,In Progress,48,54603.78,EXTERNAL,customer support,2022
TRN878850,EMP009773,Data Analysis,Soft Skills,"January 30, 2022",02-13-2022,14,COMPLETED,,28546.6,External,human resources,2022
TRN679421,EMP012256,Customer Handling,Soft Skills,02-02-2021,02-11-2021,9,In Progress,55,47101.69,Internal,marketing,2021
TRN768957,EMP013023,Conflict Resolution,technical,02/07/2021,2021-07-07,5,Dropped,64,112483.81,internal,Marketing,2021
TRN378277,EMP011321,communication skills,TECHNICAL,2021-09-27,10-10-2021,13,Completed,69,119737.29,External,Slaes,2021
TRN122414,EMP019984,SQL Essentials,TECHNICAL,2021-07-09,"July 11, 2021",2,Dropped,82,54661.62,internal,PROCUREMENT,2021
TRN751758,EMP012070,Cybersecurity Awareness,soft skills,2021-01-09,"January 21, 2021",12,in progress,63,61500.48,internal,Fin,2021
TRN791259,EMP004050,Communication Skills,Leadership,03/09/2023,05 Sep 2023,2,in progress,82,16355.47,online,PROCUREMENT,2023
TRN978153,EMP013555,Design Thinking,TECHNICAL,"July 04, 2020",,10,Dropped,86,130418.37,External,CS,2020
TRN518698,EMP008713,Communication Skills,soft skills,08/09/2022,09-14-2022,6,Completed,97,74058.81,External,OPERATIONS,2022
TRN612469,EMP017939,Financial Acumen,Technical,"October 30, 2022",10 Nov 2022,11,Completed,78,131919.88,,Administraton,2022
TRN983531,EMP017270,Power BI Basics,Leadership,27 Apr 2020,2020-05-07,10,Dropped,60,140906.29,,r&d,2020
TRN300643,EMP010334,SQL Essentials,Technical,02-10-2022,2022-02-14,4,completed,53,109915.2,EXTERNAL,MARKETING,2022
TRN112532,EMP009487,Time Management,TECHNICAL,"January 12, 2021",2021/01/24,12,completed,85,130587.44,EXTERNAL,Marketting,2021
TRN550342,EMP007473,Power BI Basics,TECHNICAL,11/12/2020,,3 days,Dropped,83,,Online,Operatons,2020
TRN460386,EMP009623,cybersecurity awareness,Soft Skills,08 Aug 2022,2022/08/13,5,Incomplete,50,59797.7,internal,marketing,2022
TRN267790,EMP001709,Strategic Planning,TECHNICAL,2023-10-03,,3,in progress,84,22815.09,External,OPERATIONS,2023
TRN758417,EMP009910,Agile & Scrum,Leadership,29 Dec 2020,01-09-2021,11,in progress,49,126371.66,EXTERNAL,MARKETING,2020
TRN451441,EMP013739,HR Compliance,TECHNICAL,25/11/2022,"December 06, 2022",11,in progress,83,49366.8,online,Sale,2022
TRN797417,EMP002392,Agile & Scrum,technical,01 Apr 2023,11 Apr 2023,10,Incomplete,75,118136.87,,sales,2023
TRN327090,EMP001668,time management,N/A,2022-10-24,2022/11/08,15,Incomplete,75,12639.62,Online,Marketing,2022
TRN832791,EMP000942,Cloud Computing Basics,Technical,2021-09-11,,8,in progress,40,113873.68,External,ENGINEERING,2021
TRN962379,EMP005506,Cybersecurity Awareness,Technical,2021/02/05,2021/02/16,11,in progress,87,113574.77,Online,Sale,2021
TRN304481,EMP002706,Power BI Basics,technical,2022/08/04,19 Aug 2022,15,,,,Internal,r&d,2022
TRN163089,EMP002737,Design Thinking,Soft Skills,"June 04, 2020","June 06, 2020",2 days,Dropped,100,100373.56,EXTERNAL,procurement,2020
TRN630229,EMP005907,Six Sigma Green Belt,,07-12-2023,,1,COMPLETED,61,,EXTERNAL,FINANCE,2023
TRN148265,EMP010269,Leadership Fundamentals,Technical,2022/09/14,2022/09/21,7,completed,66,14445.8,,engineering,2022
TRN639320,EMP010996,Cloud Computing Basics,technical,2024/02/23,2024-03-05,11,completed,,118305.72,Online,Research and Development,2024
TRN662208,EMP002680,Communication Skills,Soft Skills,2024/02/02,04 Feb 2024,2,completed,70,100264.73,Online,Fin,2024
TRN949594,EMP018727,Presentation Skills,Soft Skills,"December 24, 2023",04/01/2024,11,In Progress,,108680.62,External,Administration,2023
TRN458507,EMP000012,Agile & Scrum,Technical,2022-11-14,"November 25, 2022",11,,65,87102.48,Internal,Eng,2022
TRN616391,EMP004047,Digital Transformation,Technical,2022/03/05,16 Mar 2022,11 days,Incomplete,89,75769.65,Online,Marketing,2022
TRN569825,EMP007097,SQL Essentials,N/A,25/05/2022,"May 28, 2022",3,in progress,91,116113.46,External,Marketing,2022
TRN821114,EMP016224,Emotional Intelligence,Compliance,2021/06/01,,15,Incomplete,95,62467.44,online,R&D,2021
TRN568601,EMP004466,Six Sigma Green Belt,Leadership,06 May 2020,05-10-2020,4,Completed,70,34487.06,internal,Operations,2020
TRN739785,EMP001979,Risk Management,N/A,11-08-2021,15/11/2021,7 days,Dropped,,35578.58,internal,Cust Support,2021
TRN455076,EMP006906,Conflict Resolution,soft skills,01 Aug 2021,2021/08/15,14,COMPLETED,53,66536.9,internal,Admin,2021
TRN702455,EMP005312,Conflict Resolution,soft skills,05 Mar 2023,"March 19, 2023",14,In Progress,71,141938.78,EXTERNAL,Cust Support,2023
TRN541932,EMP018340,Risk Management,Soft Skills,30 Jul 2021,08-06-2021,7,Incomplete,,,External,R&D,2021
TRN458084,EMP930206,Conflict Resolution,Leadership,27 Sep 2021,03 Oct 2021,6,in progress,92,105200.9,online,I.T.,2021
TRN123004,EMP003616,Financial Acumen,,02/02/2023,2023/02/05,3,In Progress,77,75472.67,online,Law,2023
TRN862996,EMP007763,Six Sigma Green Belt,TECHNICAL,2021-11-18,2021/11/20,2,in progress,49,90827.8,Online,ENGINEERING,2021
TRN456964,EMP010841,Risk Management,soft skills,2023/07/16,2023-07-20,4,in progress,,,EXTERNAL,ENGINEERING,2023
TRN536911,EMP002534,Negotiation Skills,Technical,27 Feb 2021,01 Mar 2021,2,Incomplete,79,99579.23,EXTERNAL,Operatons,2021
TRN544931,EMP012378,Strategic Planning,TECHNICAL,2023-08-05,2023/08/11,6,completed,77,128643.01,internal,Mktg,2023
TRN674321,EMP018141,Financial Acumen,technical,2020-10-15,2020/10/21,6,,72,41361.06,,Customer service,2020
TRN828669,EMP018667,Cybersecurity Awareness,TECHNICAL,2021/08/13,23/08/2021,10,Completed,93,93013.75,EXTERNAL,ADMIN,2021
TRN230603,EMP010951,Design Thinking,Compliance,19/01/2020,02 Feb 2020,14 days,COMPLETED,95,,External,Humaan Resources,2020
TRN487071,EMP003634,Emotional Intelligence,technical,2022-07-26,08-10-2022,15 days,Incomplete,62,24466.57,EXTERNAL,it,2022
TRN913060,EMP001388,SQL Essentials,technical,04 Dec 2020,19/12/2020,15,Dropped,95,106465.36,,LEGAL,2020
TRN566527,EMP018364,Presentation Skills,technical,16 Dec 2023,23/12/2023,7,in progress,73,,,admin,2023
TRN453671,EMP013077,SQL Essentials,Leadership,"October 17, 2023",2023/10/20,3,Incomplete,64,114656.56,online,Marketting,2023
TRN363255,EMP002321,Data Analysis,N/A,02-17-2021,19/02/2021,2,Dropped,54,114913.02,Internal,I.T.,
TRN332943,EMP015872,Data Analysis,soft skills,2022/03/07,2022/03/16,9,In Progress,82,114849.53,,Info Tech,2022
TRN127220,EMP013403,project management,N/A,29 Nov 2023,2023/12/12,13,COMPLETED,84,129827.97,EXTERNAL,OPERATIONS,2023
TRN518234,EMP019383,SQL Essentials,TECHNICAL,2022/06/08,09/06/2022,1,COMPLETED,77,106333.0,EXTERNAL,Operations,2022
TRN300718,EMP904758,Financial Acumen,Compliance,2022-05-16,28 May 2022,12 days,Dropped,69,50091.34,EXTERNAL,finance,2022
TRN310595,EMP006771,Negotiation Skills,TECHNICAL,2023/09/03,16 Sep 2023,13,completed,80,112312.89,internal,Research and Development,2023
TRN226475,EMP014759,Strategic Planning,Compliance,2021-09-28,,10,Completed,78,72937.9,Online,Research & Dev,2021
TRN556576,EMP015245,Python for Analytics,TECHNICAL,08 Mar 2020,03-12-2020,4 days,In Progress,91,96935.33,Internal,OPERATIONS,2020
TRN981418,EMP013706,Design Thinking,technical,2021/06/03,16/06/2021,13,completed,55,55999.77,Online,ENGINEERING,2021
TRN402091,EMP000221,Negotiation Skills,Leadership,07 Nov 2021,20 Nov 2021,13,Incomplete,82,56841.65,EXTERNAL,Engineerng,2021
TRN942962,EMP937315,Data Analysis,Leadership,30/08/2021,"September 08, 2021",9,Dropped,,6664.45,Internal,Information Technology,2021
TRN635129,EMP000187,risk management,soft skills,08/05/2020,22 May 2020,14,,88,84505.95,internal,customer support,2020
TRN846980,EMP004576,Six Sigma Green Belt,Compliance,07-05-2021,10/07/2021,5,COMPLETED,92,52190.31,online,Operations,2021
TRN121867,EMP009092,Design Thinking,Soft Skills,02 Dec 2020,"December 07, 2020",5,COMPLETED,42,130780.29,Online,sales,2020
TRN247820,EMP019422,Cybersecurity Awareness,soft skills,2023-12-13,12-16-2023,3,COMPLETED,50,90106.68,,Mktg,2023
TRN194859,EMP019938,SQL Essentials,TECHNICAL,14/06/2022,28 Jun 2022,14,Completed,,75439.24,,legal,2022
TRN461662,EMP011765,Communication Skills,TECHNICAL,2022-06-04,18 Jun 2022,14,Incomplete,44,83916.18,internal,Engineering,2022
TRN757175,EMP010404,SQL Essentials,Leadership,19/05/2021,2021/05/25,6,in progress,93,10108.79,External,Ops,2021
TRN585045,EMP016537,Emotional Intelligence,technical,2021/01/31,04/02/2021,4,in progress,60,78458.02,online,procurement,2021
TRN673836,EMP005556,Design Thinking,,17/12/2020,12-20-2020,3,in progress,84,61327.4,External,admin,2020
TRN754734,EMP001054,Risk Management,N/A,30/04/2023,05-07-2023,7,in progress,65,136441.94,External,Fiance,2023
TRN949146,EMP016469,time management,TECHNICAL,2024/03/09,14 Mar 2024,5,In Progress,46,5577.07,internal,I.T.,
TRN936564,EMP017550,Python for Analytics,Technical,10-24-2021,27 Oct 2021,3,Completed,53,66170.56,Internal,Information Technology,2021
TRN866027,EMP012723,emotional intelligence,technical,11 May 2024,12 May 2024,1,Dropped,42,62839.62,internal,Cust Support,2024
TRN279390,EMP014086,Strategic Planning,soft skills,2023/06/13,,13,Incomplete,77,19884.23,EXTERNAL,Eng,2023
TRN765437,EMP008779,Digital Transformation,TECHNICAL,30/10/2023,2023/11/04,5,in progress,73,70549.74,online,Proc,2023
TRN894529,EMP014800,Design Thinking,Leadership,2023-07-20,,12,In Progress,63,68933.57,Internal,Proc,2023
TRN690539,EMP005434,Leadership Fundamentals,Leadership,2022/01/27,07/02/2022,11,in progress,90,96848.24,External,CS,2022
TRN982036,EMP000837,Digital Transformation,Compliance,2023/04/14,2023-04-22,8,Completed,50,81556.48,,H.R.,2023
TRN625713,EMP011334,Cybersecurity Awareness,Soft Skills,09 Jul 2021,2021-07-14,5,Incomplete,71,85460.25,EXTERNAL,PROCUREMENT,2021
TRN716191,EMP901738,Cybersecurity Awareness,Soft Skills,03/04/2022,04-12-2022,9,Incomplete,94,62071.61,online,Sale,2022
TRN273972,EMP004075,Negotiation Skills,soft skills,2020-01-18,"January 30, 2020",12,in progress,83,6056.41,online,sales,2020
TRN742132,EMP004326,Design Thinking,Leadership,19/02/2020,2020/02/23,4,Completed,84,72482.3,internal,human resources,2020
TRN768692,EMP010817,Presentation Skills,soft skills,2020-10-23,28/10/2020,5,Dropped,65,8249.21,,Human Resources,2020
TRN315015,EMP000721,Communication Skills,TECHNICAL,"July 17, 2020",2020-07-22,5,in progress,,89412.77,Online,Finance,2020
TRN672648,EMP005404,SQL Essentials,soft skills,11/07/2024,2024/07/19,8,in progress,67,77900.65,Online,Mktg,2024
TRN543025,EMP011250,Advanced Excel,,2020/09/09,17 Sep 2020,8,completed,65,66786.03,EXTERNAL,MARKETING,2020
TRN677356,EMP007054,Design Thinking,Compliance,06/04/2023,"April 11, 2023",5,completed,44,93388.5,Internal,MARKETING,2023
TRN100666,EMP008035,SQL Essentials,TECHNICAL,01-12-2022,18/01/2022,6,COMPLETED,40,127253.57,Online,Marketting,2022
TRN620052,EMP015123,Communication Skills,soft skills,10 Jan 2023,22 Jan 2023,12,in progress,58,52547.81,online,RnD,2023
TRN435565,EMP002336,HR Compliance,N/A,04/10/2020,2020/10/14,10,In Progress,78,39280.39,External,customer support,2020
TRN220958,EMP005894,Communication Skills,soft skills,2020-02-02,2020-02-09,7,Completed,92,,External,Info Tech,2020
TRN504333,EMP011699,Negotiation Skills,Leadership,2020/01/20,2020/01/28,8,COMPLETED,100,97350.39,Internal,customer support,
TRN101231,EMP018002,Strategic Planning,N/A,"October 25, 2021",11-09-2021,15,Incomplete,92,103482.67,internal,human resources,2021
TRN524453,EMP010898,Agile & Scrum,,2022-11-02,11-11-2022,9,Completed,89,99890.35,External,Research and Development,
TRN206011,EMP013921,Python for Analytics,TECHNICAL,2020/11/01,"November 16, 2020",15,completed,58,136906.18,online,legal,2020
TRN995767,EMP014238,Cloud Computing Basics,Technical,16/07/2022,07-28-2022,12,Incomplete,66,119192.85,Internal,admin,2022
TRN576497,EMP016132,Design Thinking,,2020-02-26,27/02/2020,1,Incomplete,45,31380.0,Internal,Customer service,2020
TRN650786,EMP005052,advanced excel,Technical,2020/11/18,2020/11/27,9,In Progress,50,132399.06,online,RnD,2020
TRN903315,EMP017514,hr compliance,Leadership,10 Dec 2022,2022-12-21,11,Completed,74,6179.64,External,CS,2022
TRN836360,EMP000141,Conflict Resolution,Leadership,2022-11-03,11-05-2022,2,COMPLETED,50,,Online,ADMIN,2022
TRN208129,EMP010662,Leadership Fundamentals,N/A,10 Aug 2021,08-18-2021,8,,89,18043.08,internal,procurement,2021
TRN897543,EMP004289,Six Sigma Green Belt,soft skills,2020/04/07,2020-04-18,11,In Progress,71,58420.54,Online,ENGINEERING,2020
TRN443612,EMP008939,Risk Management,Soft Skills,08-14-2023,"August 16, 2023",2,Completed,85,101676.44,online,SALES,2023
TRN623833,EMP006430,Cloud Computing Basics,TECHNICAL,2021/01/30,2021-02-04,5,Completed,48,79668.3,online,PROCUREMENT,2021
TRN812607,EMP000945,Emotional Intelligence,N/A,2023-05-25,2023/06/07,13,Dropped,91,77222.59,Online,ADMIN,2023
TRN506762,EMP013481,Digital Transformation,N/A,27 Feb 2022,01/03/2022,2,in progress,94,135992.15,,Humaan Resources,2022
TRN642757,EMP012480,digital transformation,TECHNICAL,04-17-2021,2021-05-02,15,,83,,Internal,operations,2021
TRN938629,EMP010473,risk management,Soft Skills,18/04/2020,2020/04/26,8,Completed,70,121929.58,internal,Law,2020
TRN775901,EMP014284,Power BI Basics,Soft Skills,2023/04/09,17/04/2023,8,Dropped,66,29213.93,External,Law,2023
TRN724882,EMP012410,SQL Essentials,TECHNICAL,23/02/2021,02/03/2021,7,completed,74,82720.81,internal,OPERATIONS,2021
TRN593879,EMP014328,design thinking,N/A,06/02/2020,2020/02/12,6,In Progress,83,50911.86,Online,RnD,2020
TRN877229,EMP005991,Communication Skills,technical,22 Aug 2022,2022-08-25,3,completed,88,131526.63,Online,Proc,2022
TRN522254,EMP017604,Data Analysis,technical,"April 03, 2022",04 Apr 2022,1,Dropped,60,110111.74,,operations,2022
TRN305303,EMP002111,Emotional Intelligence,technical,11-07-2020,14 Nov 2020,7,,,139758.54,External,Legel,2020
TRN413932,EMP019357,Financial Acumen,soft skills,29/08/2021,2021/08/31,2,Dropped,58,19775.34,online,Procurement,2021
TRN455617,EMP017144,Cloud Computing Basics,Technical,2023-11-01,"November 15, 2023",14,completed,80,14927.39,online,Operations,2023
TRN181209,EMP000391,Risk Management,Compliance,08 Jan 2023,2023-01-21,13,Completed,82,106368.27,External,operations,2023
TRN677144,EMP012310,Leadership Fundamentals,technical,2020/11/05,17/11/2020,12,In Progress,,92088.39,External,Legel,2020
TRN292911,EMP005049,Six Sigma Green Belt,Soft Skills,10-27-2021,"November 03, 2021",7,,55,138560.81,,Proc,2021
TRN271659,EMP014571,HR Compliance,TECHNICAL,"May 20, 2023","May 31, 2023",11 days,Dropped,58,20648.25,Online,Ops,2023
TRN866440,EMP005615,Presentation Skills,,2023/04/13,"April 24, 2023",11,Dropped,,100730.22,,Fin,2023
TRN376025,EMP015553,Cybersecurity Awareness,technical,2020/04/12,,4,,49,,,Human Resources,2020
TRN323339,EMP015985,Leadership Fundamentals,TECHNICAL,10/12/2021,2021-12-14,4,Incomplete,78,21867.45,online,H.R.,2021
TRN733149,EMP010068,Financial Acumen,TECHNICAL,2021-03-18,2021/03/29,11,Incomplete,53,18518.5,External,Operatons,2021
TRN416897,EMP019757,time management,TECHNICAL,01-31-2023,"February 07, 2023",7,in progress,62,73474.08,online,Mktg,2023
TRN372356,EMP005376,Design Thinking,N/A,26 Oct 2020,2020/10/31,5,,71,45089.93,External,Information Technology,2020
TRN674926,EMP019993,Power BI Basics,Leadership,16 Jul 2021,07-18-2021,2,in progress,95,18458.25,External,Procurement,2021
TRN289126,EMP000294,Communication Skills,Technical,2022/07/28,08 Aug 2022,11,in progress,64,26729.4,internal,Information Technology,2022
TRN198147,EMP014696,Agile & Scrum,Soft Skills,2020/09/16,,6,COMPLETED,54,122292.79,EXTERNAL,legal,2020
TRN849365,EMP001078,Design Thinking,Compliance,12 Aug 2022,08-26-2022,14,,87,90783.9,,Marketing,2022
TRN258949,EMP012565,Cloud Computing Basics,Technical,06-17-2023,22/06/2023,5,COMPLETED,50,,,FINANCE,2023
TRN945872,EMP004454,HR Compliance,technical,02/10/2022,09 Oct 2022,7,In Progress,95,34548.59,External,PROCUREMENT,
TRN141266,EMP012376,Financial Acumen,TECHNICAL,2021/11/09,"November 17, 2021",8,completed,98,106930.02,Internal,admin,2021
TRN795527,EMP011903,Cloud Computing Basics,Soft Skills,23/01/2023,29 Jan 2023,6,,70,103987.02,internal,CS,2023
TRN911465,EMP007013,Data Analysis,Compliance,15 Nov 2022,"November 27, 2022",12,In Progress,51,89256.67,EXTERNAL,procurement,2022
TRN663711,EMP007704,Six Sigma Green Belt,soft skills,07-18-2022,01 Aug 2022,14,completed,71,,internal,ADMIN,2022
TRN929901,EMP006619,Presentation Skills,technical,14 Dec 2023,24 Dec 2023,10,Dropped,,57396.97,External,Administraton,2023
TRN745421,EMP004959,Advanced Excel,N/A,21 Mar 2024,03-27-2024,6,completed,75,76258.96,Online,PROCUREMENT,2024
TRN349678,EMP017286,Python for Analytics,Leadership,19/10/2022,28/10/2022,9,COMPLETED,77,130490.01,Online,marketing,2022
TRN484592,EMP010554,Cybersecurity Awareness,Leadership,27 Jan 2020,2020-02-11,15,Incomplete,66,28697.23,Internal,Research and Development,2020
TRN388225,EMP019046,Risk Management,Compliance,04-11-2024,2024-04-20,9,,79,127974.27,,R&D,2024
TRN792075,EMP007201,Time Management,technical,01 Aug 2024,2024-08-09,8,,92,10587.34,Internal,Info Tech,2024
TRN478995,EMP016299,Presentation Skills,Leadership,"December 20, 2022",01 Jan 2023,12,In Progress,51,75036.64,Internal,I.T.,2022
TRN366312,EMP012897,Cybersecurity Awareness,soft skills,2023/08/27,2023/09/01,5,in progress,,23764.56,online,it,2023
TRN842510,EMP011589,Presentation Skills,Compliance,2020-01-12,2020/01/18,6,Dropped,48,99675.62,,Fin,2020
TRN332909,EMP013558,Customer Handling,,2022-03-20,03-23-2022,3,Incomplete,58,85168.69,Internal,H.R.,2022
TRN427353,EMP007839,Cloud Computing Basics,technical,2023-12-06,2023-12-11,5,completed,58,99782.55,Online,H.R.,2023
TRN889915,EMP013834,Six Sigma Green Belt,Technical,04-12-2022,22 Apr 2022,10,in progress,74,126107.43,Online,Research & Dev,
TRN491614,EMP018061,Agile & Scrum,Compliance,11 Apr 2024,16 Apr 2024,5,Incomplete,54,60655.96,,customer support,2024
TRN314722,EMP016766,Project Management,soft skills,"November 11, 2023",2023/11/23,12,Dropped,67,115577.75,internal,Enginering,2023
