goal_id,employee_id,goal_type,goal_description,set_date,due_date,target_value,achieved_value,achievement_pct,status,quarter,department,priority
GOAL606300,EMP011517,Cost Reduction,Achieve cost reduction target for the period,"June 26, 2023",17 Aug 2023,328990.35,231342.87,70.3%,in progress,Q12022,PROCUREMENT,Medium
GOAL547772,EMP000654,Team Building,Achieve team building target for the period,2022-10-28,"December 07, 2022",756036.72,233822.47,30.9%,cancelled,Q2 2022,PROCUREMENT,MEDIUM
GOAL479840,EMP012955,Project Delivery,,2024-01-14,07 Mar 2024,389122.65,173996.97,44.7%,In Progress,Q3 2021,Proc,
GOAL857132,EMP018138,Productivity,Achieve productivity target for the period,07-14-2023,27/09/2023,101523.41,125527.94,123.6%,in progress,Q1 2024,Information Technology,Medium
GOAL879358,EMP000349,Sales Target,Achieve sales target target for the period,2023/05/18,2023/07/29,275711.59,,21.1%,In Progress,2022 Q1,Legel,Medium
GOAL532535,EMP006165,Quality Improvement,Achieve quality improvement target for the period,23 May 2023,"September 24, 2023",970734.19,1003147.7,103.3%,Completed,Q3 2022,Procurement,LOW
GOAL463227,EMP001789,Project Delivery,Achieve project delivery target for the period,20/09/2021,2022/03/03,931199.9,885222.05,95.1%,Cancelled,Q3 2021,R&D,high
GOAL388399,EMP009513,Sales Target,Achieve sales target target for the period,"December 18, 2021",09 Mar 2022,945258.62,1101159.5,116.5%,Overdue,Q3 2023,operations,high
GOAL628561,EMP018181,Innovation,Achieve innovation target for the period,"June 25, 2021",2021/09/17,556517.28,456277.43,82.0%,Completed,q2 2024,Operations,
GOAL471399,EMP001473,Cost Reduction,Achieve cost reduction target for the period,"June 21, 2021",2021-07-23,213935.35,288610.95,134.9%,Overdue,2022 Q1,CS,
GOAL913824,EMP014573,Compliance,Achieve compliance target for the period,23 Sep 2023,11-21-2023,277778.47,350618.7,126.2%,completed,Q2-2023,ENGINEERING,Low
GOAL491262,EMP008298,Compliance,Achieve compliance target for the period,07-02-2022,29 Aug 2022,277562.64,301450.27,108.6%,Overdue,2022 Q1,Humaan Resources,MEDIUM
GOAL275055,EMP008276,Team Building,Achieve team building target for the period,2022-11-26,2023/04/23,292131.04,112551.7,38.5%,In Progress,Q2 2023,Ops,LOW
GOAL937017,EMP014316,Customer Satisfaction,Achieve customer satisfaction target for the period,2023-05-13,"July 01, 2023",671019.42,786720.49,117.2%,completed,Q2 2024,IT,Medium
GOAL938757,EMP001767,Team Building,Achieve team building target for the period,17/10/2021,"November 16, 2021",670675.43,298917.66,44.6%,In Progress,Q4 2022,Information Technology,
GOAL373100,EMP006366,Innovation,Achieve innovation target for the period,2023/05/15,"August 23, 2023",135841.39,129173.57,95.1%,Completed,Q2 2023,finance,
GOAL633594,EMP019275,Productivity,Achieve productivity target for the period,2022-10-23,2022-12-02,779145.23,953837.95,122.4%,Cancelled,Q2-2023,H.R.,LOW
GOAL171825,EMP002324,Customer Satisfaction,Achieve customer satisfaction target for the period,"November 19, 2022","January 08, 2023",797341.77,402420.08,50.5%,N/A,Q3 2024,Slaes,High
GOAL620887,EMP009991,Innovation,Achieve innovation target for the period,2021-09-14,12-27-2021,611109.94,,68.8%,N/A,Q1 2022,Slaes,N/A
GOAL969376,EMP002463,Innovation,Achieve innovation target for the period,11-30-2021,2022-02-16,476463.41,231072.89,48.5%,Overdue,Q2 2023,H.R.,MEDIUM
GOAL653924,EMP003054,Team Building,Achieve team building target for the period,07 Mar 2023,08-23-2023,245610.3,316605.84,128.9%,overdue,Q3 2022,Legal,high
GOAL214308,EMP014355,Quality Improvement,Achieve quality improvement target for the period,2023/12/29,,980643.57,286028.44,29.2%,Overdue,Q2 2024,Slaes,Low
GOAL516104,EMP015211,Training Completion,Achieve training completion target for the period,"February 28, 2023",23 Jun 2023,757061.62,696928.39,92.1%,completed,Q1 2024,finance,LOW
GOAL742834,EMP007306,Productivity,Achieve productivity target for the period,"April 29, 2022",15/07/2022,169064.4,54199.3,32.1%,,,Fin,N/A
GOAL205455,EMP011809,Project Delivery,Achieve project delivery target for the period,"January 17, 2024",,244468.89,173335.83,70.9%,In Progress,Q3 2021,Admin,high
GOAL941383,EMP012312,Skill Development,Achieve skill development target for the period,05-26-2022,2022/11/20,113366.77,154771.62,136.5%,overdue,Q1 2021,Administration,High
GOAL203418,EMP008118,Innovation,Achieve innovation target for the period,2023-12-10,26 Mar 2024,373784.64,89956.55,24.1%,,Q3 2022,finance,MEDIUM
GOAL791321,EMP018392,Process Improvement,Achieve process improvement target for the period,21/02/2024,,576176.12,489016.5,84.9%,N/A,Q3 2023,marketing,LOW
GOAL930159,EMP006511,Innovation,Achieve innovation target for the period,08-05-2023,"December 12, 2023",632927.29,126670.71,20.0%,cancelled,q2 2024,I.T.,High
GOAL292207,EMP994252,Customer Satisfaction,Achieve customer satisfaction target for the period,"March 27, 2022",30/07/2022,686024.8,137994.36,20.1%,In Progress,,Engineerng,LOW
GOAL748102,EMP005298,Training Completion,Achieve training completion target for the period,"December 23, 2022","March 26, 2023",466441.71,188015.91,,N/A,Q1 2023,RnD,Low
GOAL609395,EMP018711,Productivity,Achieve productivity target for the period,01 Jul 2022,2022-11-14,440653.96,406649.65,92.3%,N/A,Q2 2024,r&d,MEDIUM
GOAL741500,EMP006508,Training Completion,Achieve training completion target for the period,"February 03, 2022",09/03/2022,538965.48,611061.83,113.4%,completed,Q3 2022,Proc,Medium
GOAL256677,EMP002805,Innovation,Achieve innovation target for the period,22 Sep 2021,01-12-2022,768599.04,672442.26,87.5%,,Q1 2023,finance,LOW
GOAL728780,EMP017171,Customer Satisfaction,Achieve customer satisfaction target for the period,04 Apr 2023,2023-06-01,181989.74,,132.4%,completed,Q2-2023,marketing,Medium
GOAL913343,EMP005859,Project Delivery,,05/03/2022,05-30-2022,651330.81,159046.99,24.4%,Overdue,Q4 2023,R&D,High
GOAL300743,EMP019520,Skill Development,Achieve skill development target for the period,04-08-2021,22 Jun 2021,360139.63,391418.15,108.7%,,Q1 2022,Procurement,high
GOAL208539,EMP001380,Customer Satisfaction,Achieve customer satisfaction target for the period,"November 03, 2022","January 24, 2023",618406.58,796467.34,128.8%,Completed,Q2 2024,FINANCE,N/A
GOAL451371,EMP011307,Training Completion,Achieve training completion target for the period,2022/04/16,31/08/2022,564879.25,788125.71,139.5%,in progress,Q12022,customer support,N/A
GOAL909430,EMP002330,Revenue Growth,Achieve revenue growth target for the period,"August 27, 2022","November 18, 2022",708836.1,969324.47,136.7%,Completed,2023-Q3,OPERATIONS,high
GOAL140913,EMP017774,Innovation,Achieve innovation target for the period,28/09/2021,03-07-2022,142949.7,50101.54,35.0%,In Progress,q3 2022,procurement,LOW
GOAL466496,EMP008315,Customer Satisfaction,Achieve customer satisfaction target for the period,2021/06/17,28/11/2021,451044.39,300668.65,66.7%,In Progress,Q1 2024,Research & Dev,N/A
GOAL897224,EMP013298,Skill Development,Achieve skill development target for the period,"December 09, 2021",05-08-2022,421351.54,578526.2,137.3%,completed,q3 2022,Operations,MEDIUM
GOAL426098,EMP006037,Process Improvement,Achieve process improvement target for the period,12-05-2022,2023/05/07,958041.64,1260666.39,,in progress,2023-Q3,Engineerng,LOW
GOAL368658,EMP018877,Innovation,Achieve innovation target for the period,"June 23, 2022","September 28, 2022",825422.35,,130.6%,Overdue,Q4 2021,Mktg,Medium
GOAL932224,EMP008180,Process Improvement,Achieve process improvement target for the period,"March 03, 2022",04 Apr 2022,603242.84,285800.27,47.4%,cancelled,Q4 2023,CS,
GOAL611467,EMP013740,Cost Reduction,Achieve cost reduction target for the period,"April 29, 2023",,395786.39,237493.72,,completed,Q2 2022,finance,N/A
GOAL548810,EMP008823,Revenue Growth,Achieve revenue growth target for the period,"March 25, 2021",03 Jul 2021,370538.37,309916.32,83.6%,,Q3 2022,legal,High
GOAL590841,EMP014907,COMPLIANCE,Achieve compliance target for the period,02-05-2024,08/03/2024,618712.52,350902.28,56.7%,overdue,Q1 2021,Operations,Medium
GOAL230907,EMP016152,Innovation,Achieve innovation target for the period,16/12/2021,"March 14, 2022",495080.65,360401.19,72.8%,,2023-Q3,Administration,LOW
GOAL664977,EMP011781,Process Improvement,Achieve process improvement target for the period,08/09/2023,20/01/2024,965349.16,579449.44,60.0%,N/A,Q1 2021,ADMIN,MEDIUM
GOAL490880,EMP013386,Quality Improvement,Achieve quality improvement target for the period,2023/08/01,10-14-2023,266465.07,103214.38,38.7%,N/A,Q2 2021,OPERATIONS,MEDIUM
GOAL483504,EMP008899,Innovation,Achieve innovation target for the period,04-30-2022,16 Oct 2022,331433.74,152569.8,46.0%,Completed,Q2 2021,CS,Low
GOAL534451,EMP014119,Productivity,Achieve productivity target for the period,"December 11, 2023",2024-04-16,344632.24,,42.0%,Completed,Q4 2022,Engineerng,Medium
GOAL842754,EMP012810,Sales Target,Achieve sales target target for the period,06 Mar 2022,22/06/2022,,450551.17,130.7%,In Progress,Q4 2022,Sale,
GOAL376863,EMP002978,Process Improvement,Achieve process improvement target for the period,22/04/2022,2022/08/03,273041.06,56043.97,20.5%,Overdue,2022 Q1,legal,High
GOAL707483,EMP007731,Project Delivery,Achieve project delivery target for the period,"June 27, 2021",2021/10/01,362468.38,223936.01,61.8%,Completed,Q2 2024,R&D,high
GOAL246488,EMP004514,Team Building,Achieve team building target for the period,2021/02/20,2021-04-08,775772.43,181301.12,23.4%,In Progress,,Cust Support,high
GOAL400816,EMP013523,Team Building,Achieve team building target for the period,28 Jan 2022,2022/03/07,,387000.97,102.0%,,Q3 2022,LEGAL,MEDIUM
GOAL417805,EMP000598,COST REDUCTION,Achieve cost reduction target for the period,24 Aug 2021,27 Jan 2022,499239.52,,23.6%,Cancelled,Q12022,finance,
GOAL474668,EMP009367,Team Building,Achieve team building target for the period,24/02/2023,"June 28, 2023",997093.16,,88.2%,Cancelled,Q3 2024,engineering,N/A
GOAL220047,EMP017793,Skill Development,Achieve skill development target for the period,2022-04-23,2022/09/27,773747.21,499299.69,64.5%,Completed,Q2-2023,Human Resource,MEDIUM
GOAL709007,EMP018353,Customer Satisfaction,,12-16-2021,2022-03-11,524640.85,451155.99,86.0%,overdue,Q2 2023,LEGAL,
GOAL187916,EMP017639,Innovation,Achieve innovation target for the period,12 Mar 2021,"June 24, 2021",921226.06,1018224.62,110.5%,overdue,Q12022,Marketting,LOW
GOAL995518,EMP016932,Project Delivery,Achieve project delivery target for the period,26 Feb 2022,05-11-2022,984352.73,859162.75,87.3%,cancelled,Q1 2021,Operations,Low
GOAL476664,EMP004010,Team Building,Achieve team building target for the period,04 Jul 2023,28 Nov 2023,883031.54,,46.2%,cancelled,Q1 2021,Enginering,LOW
GOAL239858,EMP005212,Innovation,Achieve innovation target for the period,"November 16, 2022",01-21-2023,661979.45,694987.38,105.0%,Completed,Q2 2022,R&D,
GOAL424034,EMP009991,Customer Satisfaction,Achieve customer satisfaction target for the period,08-21-2023,27/01/2024,69404.86,57147.95,82.3%,Completed,2022 Q1,admin,Low
GOAL316647,EMP011593,Productivity,Achieve productivity target for the period,2021/04/30,05 Oct 2021,174264.42,192000.34,110.2%,overdue,Q2 2024,r&d,Low
GOAL197235,EMP017999,Compliance,Achieve compliance target for the period,2022-11-08,26/02/2023,186196.75,52038.32,27.9%,overdue,q3 2022,HR,Medium
GOAL974198,EMP000173,Customer Satisfaction,Achieve customer satisfaction target for the period,2022-08-04,11-28-2022,,421101.67,59.0%,In Progress,Q1 2021,I.T.,N/A
GOAL903933,EMP001884,Team Building,Achieve team building target for the period,2023-03-19,27 Aug 2023,526018.14,497899.54,94.7%,,Q2-2023,Research and Development,Low
GOAL588582,EMP011085,Sales Target,Achieve sales target target for the period,10-17-2023,"December 23, 2023",222621.48,111303.84,50.0%,Cancelled,Q3 2022,marketing,
GOAL291592,EMP017643,Sales Target,Achieve sales target target for the period,2023-05-16,25/08/2023,146525.91,122714.63,83.7%,in progress,q2 2024,Proc,MEDIUM
GOAL842143,EMP004820,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,2021-12-09,,904492.35,872807.52,,,Q4 2021,Info Tech,
GOAL667212,EMP015071,Innovation,Achieve innovation target for the period,2022-09-29,10/03/2023,603728.59,179650.72,29.8%,In Progress,2023-Q3,Info Tech,MEDIUM
GOAL930543,EMP005741,Process Improvement,Achieve process improvement target for the period,2022/07/27,07/10/2022,761790.3,632069.0,83.0%,N/A,Q1 2022,Proc,LOW
GOAL186522,EMP013546,Revenue Growth,Achieve revenue growth target for the period,26 Apr 2021,"June 16, 2021",,166751.66,25.7%,In Progress,Q2 2021,HR,high
GOAL674963,EMP011840,Team Building,Achieve team building target for the period,2023/03/06,05-20-2023,129081.36,148324.99,114.9%,overdue,q3 2022,I.T.,Low
GOAL740857,EMP007902,Innovation,Achieve innovation target for the period,2022-06-02,09-09-2022,266498.68,241357.5,90.6%,N/A,Q2 2021,Fin,Medium
GOAL631502,EMP012938,Revenue Growth,Achieve revenue growth target for the period,13/02/2022,05 Apr 2022,,387924.02,70.5%,Overdue,Q4 2023,Engineering,
GOAL897038,EMP005687,QUALITY IMPROVEMENT,Achieve quality improvement target for the period,2023-01-19,02/05/2023,701621.88,543036.76,77.4%,N/A,Q1 2024,Fin,
GOAL132315,EMP003899,Productivity,Achieve productivity target for the period,2022/06/03,,500135.01,105517.25,21.1%,completed,Q1 2021,I.T.,high
GOAL386785,EMP000092,Team Building,Achieve team building target for the period,16/09/2023,10/03/2024,333602.44,228223.12,68.4%,,Q3 2024,Enginering,LOW
GOAL616426,EMP017730,Project Delivery,Achieve project delivery target for the period,"April 12, 2022",13/07/2022,124250.03,146059.83,117.6%,In Progress,Q1 2022,Info Tech,high
GOAL551339,EMP013334,Project Delivery,Achieve project delivery target for the period,2024-02-20,"July 30, 2024",226631.36,133937.0,,Overdue,Q4 2022,ENGINEERING,Low
GOAL478623,EMP001523,Training Completion,Achieve training completion target for the period,25 Sep 2021,2022/01/12,541542.81,215065.29,39.7%,Completed,Q1 2024,Human Resource,MEDIUM
GOAL647739,EMP018720,Innovation,Achieve innovation target for the period,2022-09-27,18 Jan 2023,425354.97,107490.89,25.3%,cancelled,Q3 2022,Legel,
GOAL604248,EMP019371,Innovation,Achieve innovation target for the period,02-07-2021,2021-07-23,232485.14,195065.28,83.9%,completed,Q12022,Marketting,Low
GOAL878022,EMP018486,Customer Satisfaction,Achieve customer satisfaction target for the period,"December 25, 2021",22 Apr 2022,259639.81,340310.15,131.1%,N/A,2022 Q1,Marketing,
GOAL323761,EMP005983,Skill Development,Achieve skill development target for the period,26/04/2021,09-18-2021,410191.49,121832.21,29.7%,In Progress,Q1 2021,Slaes,LOW
GOAL111697,EMP012842,Revenue Growth,Achieve revenue growth target for the period,03-08-2023,"July 20, 2023",290610.84,396627.98,136.5%,Completed,2023-Q3,Administration,high
GOAL197564,EMP972147,Productivity,Achieve productivity target for the period,02 Nov 2021,2022-02-14,885622.15,587220.25,66.3%,,Q1 2024,Legel,LOW
GOAL564727,EMP009255,Project Delivery,Achieve project delivery target for the period,2021/08/21,2021-11-26,883518.0,843529.99,95.5%,In Progress,Q4 2023,Research and Development,Medium
GOAL782693,EMP007835,CUSTOMER SATISFACTION,Achieve customer satisfaction target for the period,"September 16, 2021",,238824.28,,68.3%,Completed,Q1 2023,sales,
GOAL104544,EMP009114,Revenue Growth,Achieve revenue growth target for the period,2022-05-29,07-05-2022,370141.49,419544.2,113.3%,completed,Q3 2024,Enginering,Low
GOAL679460,EMP014740,Quality Improvement,Achieve quality improvement target for the period,2023/03/14,08 Sep 2023,741270.71,479856.24,64.7%,,Q4 2021,Info Tech,MEDIUM
GOAL755837,EMP014627,Quality Improvement,Achieve quality improvement target for the period,"February 08, 2022",2022-04-17,507122.55,228110.68,45.0%,In Progress,2022 Q1,Operations,Low
GOAL673068,EMP003268,Customer Satisfaction,Achieve customer satisfaction target for the period,12 Feb 2022,"April 11, 2022",955744.04,1231523.86,128.9%,Cancelled,Q4 2021,legal,Medium
GOAL852626,EMP018862,Quality Improvement,Achieve quality improvement target for the period,2023-05-05,2023-10-29,609817.96,720367.11,118.1%,overdue,Q2 2022,H.R.,LOW
GOAL125588,EMP006302,Cost Reduction,Achieve cost reduction target for the period,29 May 2022,2022-10-08,794892.11,589280.65,74.1%,N/A,Q2 2024,Administraton,high
GOAL118185,EMP006905,Cost Reduction,Achieve cost reduction target for the period,25 Mar 2023,2023-06-03,986133.85,577772.65,58.6%,cancelled,Q12022,Sales,LOW
GOAL682787,EMP017977,Training Completion,Achieve training completion target for the period,28/06/2022,"August 23, 2022",63912.64,39796.72,62.3%,,Q4 2022,Mktg,Medium
GOAL857136,EMP014750,TRAINING COMPLETION,Achieve training completion target for the period,2023/05/17,2023-07-05,162744.2,214684.33,131.9%,completed,Q2 2024,Customer Support,Low
GOAL404103,EMP009452,Project Delivery,Achieve project delivery target for the period,2023-08-09,,,328652.62,130.9%,overdue,Q1 2023,R&D,N/A
GOAL846212,EMP017313,Process Improvement,Achieve process improvement target for the period,19/02/2024,04-01-2024,824849.69,1037953.46,125.8%,In Progress,Q1 2023,ENGINEERING,High
GOAL440021,EMP008758,Sales Target,Achieve sales target target for the period,17/03/2021,08 Aug 2021,528900.78,549702.59,,completed,Q3 2023,finance,Low
GOAL431829,EMP006910,Sales Target,,2024/02/10,03/05/2024,,307293.95,54.1%,,Q3 2021,OPERATIONS,LOW
GOAL396300,EMP018981,Compliance,Achieve compliance target for the period,2023-11-06,12-08-2023,361166.41,98845.19,27.4%,Overdue,Q3 2024,procurement,high
