review_id,employee_id,review_period,review_date,reviewer_id,performance_score,rating_label,goals_achieved_pct,communication_score,teamwork_score,leadership_score,technical_score,comments,department,created_at
REV911481,EMP000209,Q3 2022,2022-12-10,EMP019449,3.2,5 - Excellent,71%,1.7,4.6,4.0,2.0,consistent results,Legal,10 Dec 2022
REV181524,EMP002665,Q12023,"February 14, 2023",EMP011435,1.9,3-Avg,96%,4.4,3.6,1.4,4.3,Meets expectations,Marketing,14 Feb 2023
REV252849,EMP016905,Q4 2023,"April 12, 2023",EMP007757,4.5,Good,46%,4.6,2.1,2.8,3.0,NEEDS IMPROVEMENT,Finance,"April 12, 2023"
REV718810,EMP014663,Q1 2023,28/02/2021,EMP012476,2.3,average,56%,2.0,2.0,1.5,3.4,Shows initiative,Admin,02-28-2021
REV257325,EMP011864,Q1 2022,2021-07-08,EMP001522,1.5,4 - Good,20%,3.8,2.7,,4.6,consistent results,Slaes,2021/07/08
REV260891,EMP006555,Q3 2022,"September 26, 2022",EMP000782,2.4,Good,24%,4.9,4.7,3.4,1.7,,PROCUREMENT,"September 26, 2022"
REV445184,EMP010041,Q3 2021,2023/12/27,,2.7,Below Average,86%,,1.7,1.3,1.8,NEEDS IMPROVEMENT,Finance,2023-12-27
REV151631,EMP019368,Q4 2021,07 Jul 2023,EMP007797,1.1,AVG,64%,4.0,2.4,1.8,3.9,Great team player,Marketting,2023-07-07
REV266765,EMP918950,Q2 2024,"September 16, 2021",EMP001432,3.9,average,50%,1.3,2.3,3.0,2.6,,Customer Support,16 Sep 2021
REV904695,EMP011463,Q1 2022,2024-07-06,EMP009130,1.4,excellent,98%,1.1,2.5,3.6,,consistent results,Engineerng,2024-07-06
REV181138,EMP012780,Q3 2021,2021/11/20,EMP017344,2.8,AVG,81%,3.6,4.0,2.2,5.0,Good performer,Human Resource,20 Nov 2021
REV463923,EMP009901,Q3 2023,20/04/2022,EMP004870,,GOOD,64%,4.3,1.3,2.4,1.2,Outstanding leadership,Administraton,2022/04/20
REV922881,EMP011361,Q1 2022,05-29-2021,EMP012045,3.4,AVG,46%,4.8,3.9,1.9,2.3,Exceeded expectations,Info Tech,29 May 2021
REV885205,EMP015265,Q2 2024,"January 14, 2022",EMP007171,1.6,4-Good,66%,3.3,1.6,5.0,2.9,N/A,marketing,2022-01-14
REV352636,EMP019510,Q1 2022,08-23-2024,EMP007131,3.9,1 - Poor,64%,3.3,2.6,5.0,1.9,Struggles with deadlines,Procurement,08-23-2024
REV915351,EMP008674,Q1 2023,15/03/2021,EMP005310,3.9,BELOW AVG,26%,2.4,2.3,1.1,2.8,Outstanding leadership,PROCUREMENT,2021/03/15
REV371203,EMP004271,Q1 2023,04/01/2022,EMP006514,1.3,GOOD,26%,4.0,2.4,2.4,3.1,needs improvement,Research and Development,"January 04, 2022"
REV167262,EMP005373,Q3 2021,07/08/2024,EMP010876,4.7,4-Good,23%,1.7,3.7,2.5,4.1,Room for growth,operations,"August 07, 2024"
REV147952,EMP013891,Q2 2024,"April 29, 2022",EMP004760,4.5,5 - Excellent,70%,1.5,4.4,,4.1,,admin,29/04/2022
REV412837,EMP008305,Q3 2023,2021/03/06,EMP002479,1.1,BELOW AVG,,1.7,1.8,4.0,3.5,Outstanding leadership,Ops,06/03/2021
REV288978,EMP007014,Q1 2023,"February 21, 2024",EMP012090,4.4,GOOD,86%,1.9,3.8,1.1,3.8,Excellent communicator,Operations,"February 21, 2024"
REV137008,EMP016875,Q4 2021,29/11/2021,EMP005715,1.1,5-Excellent,24%,1.3,3.0,,,EXCEEDED EXPECTATIONS,admin,11-29-2021
REV378232,EMP000001,Q3 2022,04/05/2022,EMP002184,4.6,4-Good,43%,3.1,4.7,4.2,4.8,consistent results,Marketing,2022/05/04
REV692118,EMP006305,Q4 2021,11/12/2023,EMP002905,3.0 ,3-Avg,97%,3.5,1.4,2.9,1.4,Excellent communicator,Marketting,11 Dec 2023
REV860372,EMP009403,Q3 2022,"July 13, 2024",,3.9,good,91%,,4.0,2.1,2.5,Needs improvement,Finance,"July 13, 2024"
REV521658,EMP912344,Q2 2024,07-30-2023,EMP018581,1.9,3-Avg,21%,3.1,4.3,,3.6,Meets expectations,R&D,2023/07/30
REV132796,EMP007026,Q3 2024,2023-01-16,EMP002611,1.7,GOOD,70%,3.4,4.8,3.6,4.5,Needs improvement,ADMIN,16/01/2023
REV770111,EMP017912,Q3 2021,"July 05, 2024",EMP008339,2.5,4-Good,89%,2.5,3.1,4.0,4.2,Excellent communicator,Slaes,2024-07-05
REV243154,EMP016845,Q2 2021,21/09/2024,EMP011441,4.1,2-Below Average,34%,,1.5,1.9,4.8,NEEDS IMPROVEMENT,human resources,2024-09-21
REV125461,EMP003314,Q4 2021,08-26-2023,EMP006720,2.7,4 - Good,48%,,1.1,1.9,3.4,Reliable and dedicated,Procurment,26 Aug 2023
REV419435,EMP002445,Q1 2024,02-11-2023,EMP013539,1.4,POOR,36%,2.7,3.6,1.9,4.3,Great team player,Law,11 Feb 2023
REV311785,EMP013467,Q3 2021,2023-11-03,EMP007236,4.7,4 - Good,95%,3.5,2.0,2.1,2.0,,RnD,11-03-2023
REV159257,EMP018221,Q4 2021,"November 27, 2021",,4.1,3 - Average,90%,,1.3,2.5,1.8,Shows initiative,Legal,27 Nov 2021
REV145359,EMP016438,Q1 2022,17/08/2021,EMP008252,3.0,average,69%,,2.0,,4.4,,Research and Development,17/08/2021
REV251439,EMP007978,Q2 2021,11-12-2023,EMP005228,1.2,average,63%,4.5,2.6,4.3,2.4,Reliable and dedicated,Procurment,11-12-2023
REV448293,EMP018503,Q1 2021,2022/11/29,EMP010177,3.8,below average,38%,2.9,4.4,,2.9,needs improvement,Enginering,2022/11/29
REV502736,EMP018919,Q1 2022,07-22-2021,EMP015699,2.1,4 - Good,21%,1.3,2.9,3.2,1.2,EXCEEDED EXPECTATIONS,Sales,07-22-2021
REV556671,EMP967527,Q3 2023,2024-04-28,,2.6,BELOW AVG,64%,4.1,2.2,2.2,1.3,NEEDS IMPROVEMENT,R&D,04-28-2024
REV901220,EMP018034,Q3 2021,2022-06-27,EMP014965,2.8,GOOD,72%,2.5,,1.6,1.6,needs improvement,Customer Support,06-27-2022
REV622554,EMP016703,Q1 2021,"December 28, 2023",EMP000901,2.9,GOOD,100%,3.2,1.2,4.1,2.5,consistent results,Finance,2023/12/28
REV486953,EMP019240,Q2 2023,"April 28, 2023",EMP001183,1.5 ,good,87%,4.8,4.0,2.9,2.0,Outstanding leadership,Enginering,2023-04-28
REV237555,EMP007745,Q3 2023,05/12/2023,EMP016648,"""4.7""",AVG,98%,4.0,1.7,1.1,4.0,Good performer,RnD,05/12/2023
REV161173,EMP017136,Q2 2022,07-14-2021,EMP019534,2.5,3 - Average,91%,3.2,3.8,1.0,2.9,NEEDS IMPROVEMENT,Administration,14 Jul 2021
REV686728,EMP014041,Q12022,06/07/2024,EMP003886,1.5,Average,82%,2.9,4.8,2.1,3.0,Shows initiative,Sale,06 Jul 2024
REV582050,EMP008515,Q2 2022,21 Jul 2024,EMP000286,2.1,3-Avg,82%,4.7,5.0,3.9,3.6,Reliable and dedicated,Slaes,"July 21, 2024"
REV196062,EMP018791,Q32022,"February 10, 2021",EMP003787,4.8,AVG,54%,4.1,4.1,3.4,1.9,,Administraton,02-10-2021
REV569569,EMP015852,Q32022,12 Sep 2022,EMP000175,4.4 ,AVG,98%,2.0,4.9,4.4,1.6,Reliable and dedicated,Operations,12/09/2022
REV981086,EMP013546,Q1 2024,2021/02/16,EMP004037,1.1,GOOD,77%,3.5,2.3,3.5,2.7,N/A,Ops,2021-02-16
REV855449,EMP013207,Q4 2022,2021/10/17,EMP017826,1.5,good,51%,4.2,2.1,4.7,2.2,N/A,IT,17 Oct 2021
REV645560,EMP015183,Q4 2023,26 Mar 2024,EMP006126,,3-Avg,35%,3.9,3.9,2.5,2.8,Meets expectations,Procurement,26 Mar 2024
REV226951,EMP006881,Q3 2024,19 Mar 2021,EMP017621,2.5,3-Avg,64%,,1.1,1.2,1.2,NEEDS IMPROVEMENT,Marketting,2021/03/19
REV540407,EMP011760,Q2 2022,"August 24, 2023",EMP017057,"""1.9""",Good,86%,1.2,4.4,2.8,1.0,NEEDS IMPROVEMENT,R&D,2023/08/24
REV416716,EMP001541,Q2 2023,06-10-2021,EMP010006,,Good,84%,4.2,3.4,,4.2,Outstanding leadership,engineering,2021-06-10
REV387526,EMP010386,Q2 2021,2024/06/10,EMP015704,3.8,average,59%,,4.1,4.1,4.8,Struggles with deadlines,R&D,2024/06/10
REV119201,EMP018049,Q32021,11/08/2021,EMP017684,2.2,Excellent,43%,1.7,3.1,1.4,3.1,consistent results,Sale,"August 11, 2021"
REV947891,EMP010077,Q1 2021,2024/02/15,,3.9,Average,50%,3.4,1.2,3.8,1.2,needs improvement,Mktg,2024/02/15
REV141938,EMP014004,Q2 2023,02 Apr 2021,EMP013924,2.7,average,26%,3.7,2.2,,4.6,Reliable and dedicated,ENGINEERING,04-02-2021
REV882015,EMP012544,Q2 2022,12 Jun 2021,EMP004600,2.6,2-Below Average,54%,1.7,4.7,2.6,4.4,,Engineerng,"June 12, 2021"
REV443139,EMP002978,Q3 2021,2022-07-24,EMP010571,3.2,3 - Average,65%,4.4,4.4,4.9,3.8,Struggles with deadlines,Finance,24 Jul 2022
REV789771,EMP017514,Q3 2024,"September 19, 2023",EMP003105,2.3,4-Good,66%,4.7,1.3,3.9,4.4,Meets expectations,CS,19 Sep 2023
REV442109,EMP009651,Q2 2022,17/01/2021,EMP000484,1.8,Good,90%,2.4,2.0,4.1,2.5,EXCEEDED EXPECTATIONS,Info Tech,17/01/2021
REV750286,EMP009774,Q2 2023,30/07/2024,EMP018690,4.2,3 - Average,76%,4.1,4.9,4.8,4.8,Reliable and dedicated,Fiance,2024/07/30
REV924527,EMP001892,Q2 2024,23 Dec 2022,EMP013938,1.9,EXCELLENT,98%,4.7,2.4,1.6,3.2,consistent results,RnD,23 Dec 2022
REV602820,EMP000007,Q3 2022,04 Dec 2021,EMP006860,1.3,AVG,42%,3.4,2.4,2.4,4.6,needs improvement,Procurement,04 Dec 2021
REV422341,EMP008730,Q2 2022,01-05-2024,EMP015534,,4 - Good,,2.5,2.2,3.1,4.0,NEEDS IMPROVEMENT,Legel,2024-01-05
REV498747,EMP017132,Q1 2021,"August 13, 2024",EMP015221,1.7,1 - Poor,58%,4.8,2.9,4.8,3.3,Great team player,Human Resources,08-13-2024
REV881594,EMP000928,Q4 2023,2024-04-26,EMP007618,3.9,BELOW AVG,36%,3.2,3.6,4.8,4.1,,customer support,2024/04/26
REV830358,EMP991057,Q3 2022,27 Sep 2022,EMP004819,1.1,good,29%,2.7,2.5,2.8,3.2,Needs improvement,Procurement,2022-09-27
REV667266,EMP010409,Q2 2022,04/06/2022,EMP008862,,AVG,58%,4.6,4.6,4.9,3.4,N/A,legal,04/06/2022
REV715502,EMP011735,Q3 2021,11-27-2022,EMP013114,4.1,4 - Good,77%,4.3,2.4,2.0,2.2,,Administration,27 Nov 2022
REV473345,EMP001574,Q1 2023,2021-02-16,EMP002060,1.7,Good,75%,3.2,2.1,4.7,3.6,,OPERATIONS,02-16-2021
REV942767,EMP012713,Q3 2024,2021/12/03,EMP002896,"""4.6""",GOOD,,3.8,1.6,4.8,2.5,Great team player,Information Technology,2021/12/03
REV121102,EMP008797,Q1 2024,11/09/2021,EMP016019,1.3,average,31%,3.5,2.6,3.1,1.2,Reliable and dedicated,marketing,2021-09-11
REV959513,EMP016779,Q3 2024,"March 29, 2021",EMP014676,4.6,excellent,54%,1.7,3.3,1.4,2.9,Room for growth,CS,"March 29, 2021"
REV223864,EMP007920,Q3 2023,"September 30, 2021",,1.5,average,82%,3.2,4.4,3.3,2.6,Exceeded expectations,Mktg,30/09/2021
REV263219,EMP001996,Q42021,22 Aug 2021,EMP011597,"""3.8""",Good,81%,3.7,3.8,3.7,4.9,Good performer,Customer Support,"August 22, 2021"
REV389144,EMP006272,Q3 2022,23/02/2022,EMP003896,,EXCELLENT,78%,1.2,4.6,4.6,2.8,NEEDS IMPROVEMENT,Marketing,23/02/2022
REV573606,EMP002282,Q1 2022,2023/02/16,EMP014333,2.5,GOOD,21%,2.5,1.2,1.1,3.2,Outstanding leadership,Mktg,"February 16, 2023"
REV544392,EMP005443,Q1 2022,03-05-2021,EMP011628,3.8,average,82%,4.3,1.8,2.9,2.9,Good performer,Human Resources,03-05-2021
REV571285,EMP013110,Q3 2022,2022/11/08,EMP003856,4.8,3-Avg,71%,1.3,1.3,3.2,1.5,Good performer,operations,11-08-2022
REV552908,EMP008568,Q1 2021,2022/01/07,EMP011347,,GOOD,65%,1.9,3.6,4.7,3.2,Consistent results,it,"January 07, 2022"
REV212845,EMP017181,Q3 2023,21 Aug 2022,EMP016742,3.7,good,69%,4.9,4.2,1.6,1.9,consistent results,I.T.,2022/08/21
REV297678,EMP019688,Q1 2024,10-20-2021,EMP000967,2.5,EXCELLENT,20%,1.8,2.1,1.5,1.2,,admin,20/10/2021
REV578408,EMP016264,Q3 2024,05 Sep 2021,EMP005137,4.4,POOR,41%,2.8,1.7,3.1,2.5,Shows initiative,Procurement,05/09/2021
REV500238,EMP008353,Q1 2023,01-14-2024,EMP002026,3.7,5-Excellent,99%,4.4,4.4,3.4,1.7,Shows initiative,CS,01-14-2024
REV384374,EMP012878,Q2 2024,27/03/2021,EMP016139,1.8,5 - Excellent,,3.7,2.8,1.5,1.3,Room for growth,LEGAL,03-27-2021
REV474927,EMP005964,Q4 2022,"May 02, 2022",EMP003408,,excellent,60%,3.4,1.5,2.7,3.2,good performer,admin,2022/05/02
REV516108,EMP001685,Q4 2021,2021-07-27,EMP018895,4.8,BELOW AVG,62%,1.7,4.9,2.7,4.4,Meets expectations,Engineerng,2021-07-27
REV903459,EMP014611,Q1 2024,2024-09-04,EMP018353,"""4.3""",5-Excellent,52%,3.2,1.3,1.2,4.3,consistent results,Eng,2024-09-04
REV363811,EMP008637,Q3 2024,2022/03/17,EMP009966,2.0,POOR,20%,3.2,4.3,4.1,1.9,Needs improvement,PROCUREMENT,17 Mar 2022
REV907007,EMP012445,Q2 2021,2022/01/06,EMP007868,2.0,Below Average,48%,1.2,5.0,1.8,1.7,,LEGAL,01-06-2022
REV413600,EMP007219,Q4 2023,2023/11/14,EMP009066,2.3,Good,,2.6,3.4,4.2,3.3,Reliable and dedicated,PROCUREMENT,14 Nov 2023
REV518688,EMP006767,Q1 2022,"January 01, 2021",EMP006091,1.9 ,Average,30%,3.6,3.4,2.2,2.0,consistent results,sales,2021-01-01
REV901189,EMP005686,Q3 2022,"June 27, 2021",EMP007020,2.4,good,94%,3.2,3.7,4.9,3.7,Room for growth,Humaan Resources,2021/06/27
REV293208,EMP013652,Q3 2022,21/09/2024,EMP004449,2.1,3 - Average,47%,,3.0,2.9,3.3,good performer,FINANCE,09-21-2024
REV441835,EMP018630,Q2 2023,2024/03/31,EMP014093,2.0,GOOD,30%,3.3,1.8,,1.8,needs improvement,Proc,2024-03-31
REV901547,EMP973041,Q2 2022,01 Aug 2023,,2.9,Average,96%,3.7,1.9,1.3,3.1,,Operatons,01/08/2023
REV400016,EMP003812,Q1 2021,05-29-2021,,3.1,POOR,39%,3.0,4.8,4.3,4.6,Meets expectations,ADMIN,29 May 2021
REV204848,EMP012856,Q3 2022,05-15-2021,EMP017465,3.3,poor,69%,2.8,4.0,2.9,1.8,consistent results,I.T.,15/05/2021
REV648088,EMP014531,Q3 2023,06 Jan 2022,,3.7,good,94%,2.6,2.6,1.2,2.3,needs improvement,finance,06/01/2022
REV419309,EMP005664,Q4 2023,"August 19, 2024",EMP017021,1.4,AVG,58%,4.6,2.4,4.7,3.5,Great team player,Procurement,08-19-2024
REV109722,EMP910135,Q4 2022,"April 08, 2023",EMP018261,3.0,poor,79%,4.4,2.6,2.6,4.6,,Engineerng,04-08-2023
REV322012,EMP018811,Q2 2021,"September 13, 2022",EMP000442,2.4,4-Good,,4.7,1.8,1.9,4.2,good performer,Slaes,09-13-2022
REV633885,EMP001873,Q3 2021,07/02/2021,EMP011668,1.8,3-Avg,26%,3.6,4.3,1.1,3.6,EXCEEDED EXPECTATIONS,finance,2021-02-07
REV524877,EMP006425,Q4 2022,03/01/2023,EMP004838,1.6,BELOW AVG,,4.2,4.5,2.5,4.0,consistent results,Finance,2023/01/03
REV422904,EMP011914,Q1 2023,2022/08/01,EMP011315,2.1,average,85%,2.3,2.5,,3.8,Consistent results,Engineering,01/08/2022
REV844957,EMP002679,Q4 2022,2022-11-28,EMP001898,4.2,2-Below Average,,,1.0,4.5,3.5,Consistent results,HR,28/11/2022
REV548643,EMP013680,Q2 2022,2022/11/16,EMP012754,,5 - Excellent,78%,2.3,4.3,4.0,4.0,Shows initiative,ENGINEERING,2022/11/16
REV574696,EMP009146,Q2 2021,2023/06/26,EMP004310,3.7,good,54%,3.4,3.2,,4.3,Exceeded expectations,FINANCE,2023/06/26
REV974831,EMP009632,Q4 2023,2023-03-05,EMP013384,2.8,EXCELLENT,28%,2.7,4.8,,4.2,Good performer,Proc,2023-03-05
REV793699,EMP013737,Q4 2023,"June 02, 2024",EMP019636,2.8,4-Good,54%,4.7,2.7,2.4,4.2,Excellent communicator,Law,06-02-2024
REV137778,EMP007351,Q3 2022,"July 27, 2021",EMP014945,2.5,3 - Average,84%,4.9,3.5,1.1,4.2,,Fiance,27/07/2021
REV883305,EMP006832,Q4 2022,06-05-2022,EMP013414,4.7,Good,40%,4.1,3.2,2.8,,Great team player,customer support,"June 05, 2022"
REV982571,EMP017630,Q4 2023,2021-02-15,EMP000481,1.6,GOOD,92%,3.1,1.1,4.7,3.6,Excellent communicator,ENGINEERING,"February 15, 2021"
REV846978,EMP007131,Q1 2022,2022-04-30,EMP016502,,4-Good,88%,4.9,2.3,2.7,1.8,Shows initiative,Enginering,2022-04-30
REV932547,EMP003629,Q3 2022,04-10-2023,EMP019319,,GOOD,49%,1.4,4.2,3.5,1.8,Consistent results,marketing,2023-04-10
REV612357,EMP015082,Q3 2021,04-16-2023,EMP016641,4.9,2-Below Average,23%,1.9,,2.5,1.8,Struggles with deadlines,Sale,16/04/2023
REV124937,EMP007465,Q2 2021,2021-05-22,EMP016513,3.5,GOOD,100%,1.9,3.8,2.7,3.4,Shows initiative,I.T.,"May 22, 2021"
REV970879,EMP016230,Q1 2023,29/06/2022,EMP010301,3.8,average,64%,3.7,1.2,1.7,1.9,Shows initiative,Legel,2022/06/29
REV939205,EMP015895,Q3 2021,2021/03/07,EMP016229,2.7,EXCELLENT,73%,3.3,1.4,1.4,1.4,NEEDS IMPROVEMENT,Information Technology,2021-03-07
REV118654,EMP008828,Q1 2022,12/01/2022,EMP014541,1.1,Below Average,22%,4.0,1.7,1.2,3.0,Consistent results,Operatons,12 Jan 2022
REV306972,EMP012516,Q4 2021,04-08-2023,EMP003060,3.1 ,Below Avg,74%,2.9,1.7,,1.4,EXCEEDED EXPECTATIONS,ADMIN,"April 08, 2023"
REV779649,EMP015045,Q1 2023,2023/08/03,EMP002965,3.2,Average,83%,4.9,3.9,4.7,4.5,NEEDS IMPROVEMENT,Marketing,2023/08/03
REV310175,EMP001299,Q1 2021,2023/12/24,EMP013878,2.1,2-Below Average,33%,4.6,2.9,4.0,4.6,EXCEEDED EXPECTATIONS,Procurement,"December 24, 2023"
REV805693,EMP008634,Q3 2024,12-14-2023,EMP013801,,4 - Good,78%,2.5,,1.1,2.2,N/A,Engineerng,12-14-2023
REV738884,EMP004649,Q4 2021,"January 08, 2024",EMP001083,3.9,AVG,,5.0,3.0,4.6,4.1,Good performer,LEGAL,08/01/2024
REV196565,EMP017153,Q32024,2024-03-01,EMP009927,4.9,Average,97%,2.7,3.6,4.3,3.9,Needs improvement,Operatons,"March 01, 2024"
REV529712,EMP005268,Q4 2021,28 Jul 2021,EMP000231,2.9,3-Avg,68%,4.8,2.1,3.1,1.1,good performer,R&D,28/07/2021
REV388738,EMP014508,Q3 2021,"August 28, 2022",EMP000226,4.0,AVG,69%,4.2,3.1,5.0,3.6,Needs improvement,SALES,08-28-2022
REV644701,EMP007822,Q2 2022,03-10-2021,EMP009687,2.6 ,average,46%,2.5,4.5,4.4,1.3,Excellent communicator,I.T.,03-10-2021
REV437450,EMP010303,Q2 2024,12-11-2023,EMP010491,3.6,GOOD,34%,3.1,2.9,1.2,4.4,Room for growth,marketing,11 Dec 2023
REV391645,EMP019745,Q1 2023,19/09/2021,EMP018102,2.1,below average,87%,1.7,1.6,,3.0,Struggles with deadlines,Sales,09-19-2021
REV586851,EMP005791,Q42023,2021-03-02,EMP000451,4.4 ,4 - Good,64%,2.5,1.0,1.4,1.7,,Eng,03-02-2021
REV242435,EMP004832,Q4 2022,2024/09/03,EMP007553,4.9,2-Below Average,25%,2.5,2.2,3.9,3.6,needs improvement,operations,2024/09/03
REV516046,EMP001494,Q4 2022,2021-01-08,EMP003787,,Excellent,22%,3.3,4.6,4.4,4.4,Needs improvement,Mktg,"January 08, 2021"
REV240764,EMP014716,Q1 2023,25/02/2024,EMP015308,4.1,3-Avg,57%,1.3,3.2,4.7,4.4,,OPERATIONS,25/02/2024
REV977236,EMP001677,Q3 2024,"August 23, 2024",EMP007947,3.7,1 - Poor,43%,3.6,2.0,1.4,1.4,consistent results,H.R.,"August 23, 2024"
REV753404,EMP019370,Q2 2021,2021/10/09,EMP009767,"""2.2""",below average,50%,3.9,2.2,3.2,1.6,Needs improvement,Research and Development,2021-10-09
REV635642,EMP001745,Q2 2021,2021/01/17,EMP017560,1.5,GOOD,48%,1.5,4.9,3.2,,good performer,finance,17/01/2021
REV763638,EMP013570,Q1 2021,03-30-2021,,1.1,5-Excellent,41%,3.1,1.1,2.7,2.7,,Legel,03-30-2021
REV811784,EMP015647,Q2 2023,2023-10-08,,3.4,AVG,46%,3.3,2.6,2.0,2.2,NEEDS IMPROVEMENT,Cust Support,2023/10/08
REV160043,EMP002129,Q1 2024,"October 06, 2022",EMP018399,2.4,GOOD,59%,4.8,4.7,1.2,3.3,NEEDS IMPROVEMENT,Engineering,2022/10/06
REV208792,EMP015131,Q3 2023,28/02/2022,EMP001435,2.6,3-Avg,,4.8,3.8,4.0,2.2,Needs improvement,operations,2022/02/28
REV221912,EMP920874,Q2 2024,"February 28, 2022",EMP009334,3.6 ,Good,,2.3,3.3,2.6,5.0,Great team player,Legel,02-28-2022
REV228729,EMP003510,Q3 2024,29/06/2024,EMP009763,1.0,AVG,50%,1.8,2.0,4.4,4.7,Shows initiative,Cust Support,"June 29, 2024"
REV586503,EMP001219,Q3 2023,2021-06-23,,3.5,Below Average,37%,1.4,3.0,1.7,2.7,good performer,CS,"June 23, 2021"
REV908531,EMP017659,Q3 2023,11/01/2023,EMP005240,4.1,Good,33%,4.8,4.3,4.1,5.0,EXCEEDED EXPECTATIONS,finance,"January 11, 2023"
REV480206,EMP016693,Q4 2022,"May 18, 2023",EMP010706,2.4,Good,,4.7,3.5,4.0,2.7,NEEDS IMPROVEMENT,LEGAL,"May 18, 2023"
REV983389,EMP001322,Q4 2021,15 Apr 2024,EMP014441,4.2,4-Good,43%,3.0,,3.4,4.0,Room for growth,marketing,04-15-2024
REV365955,EMP016305,Q4 2021,"April 30, 2024",EMP017111,1.0,5-Excellent,,2.2,3.8,4.1,3.1,Excellent communicator,r&d,30/04/2024
REV261410,EMP015414,Q3 2023,07-12-2024,,4.0 ,4-Good,40%,4.2,3.9,2.7,1.8,,IT,07-12-2024
REV357815,EMP004832,Q4 2023,23/03/2023,EMP010731,3.7 ,AVG,,2.0,4.3,4.9,3.4,Reliable and dedicated,Legal,03-23-2023
REV903625,EMP018585,Q1 2021,17/02/2021,EMP000578,2.8,1-Poor,99%,4.9,2.8,1.1,3.9,Meets expectations,CS,17 Feb 2021
REV679840,EMP018821,Q3 2023,26 Jun 2022,EMP000066,4.6,3-Avg,85%,3.9,1.4,4.8,4.5,,H.R.,2022/06/26
REV417843,EMP003091,Q3 2021,24/02/2024,EMP018760,,GOOD,46%,2.4,1.7,2.8,5.0,Needs improvement,Customer Support,24/02/2024
REV447002,EMP985921,Q22024,2024/06/19,EMP000935,3.3,EXCELLENT,53%,4.2,5.0,1.9,2.9,Outstanding leadership,Marketing,19 Jun 2024
REV125005,EMP004208,Q1 2022,2021-05-18,EMP004117,2.1,Excellent,36%,2.0,4.0,5.0,5.0,Good performer,operations,2021/05/18
REV718122,EMP017453,Q12024,24 Nov 2021,EMP014775,"""2.0""",3 - Average,63%,1.5,1.8,4.6,2.5,Shows initiative,sales,2021-11-24
REV802314,EMP007517,Q3 2022,2022-10-15,EMP016947,3.3 ,good,93%,3.7,2.6,3.5,3.8,Excellent communicator,Operations,2022-10-15
REV266765,EMP918950,Q2 2024,"September 16, 2021",EMP001432,3.9,average,50%,1.3,2.3,3.0,2.6,,Customer Support,16 Sep 2021
REV690051,EMP010521,Q1 2021,24 Aug 2023,EMP010391,2.7,5-Excellent,65%,3.9,2.0,4.8,2.0,N/A,Customer Support,08-24-2023
REV705811,EMP019979,Q1 2023,04/07/2024,EMP001473,"""4.9""",5-Excellent,89%,3.8,4.6,4.7,4.0,consistent results,Legel,"July 04, 2024"
REV163539,EMP007544,Q3 2024,13 Sep 2022,EMP014424,2.0,4 - Good,29%,3.0,5.0,2.8,2.8,EXCEEDED EXPECTATIONS,Research and Development,"September 13, 2022"
REV338557,EMP009277,Q3 2023,29/05/2024,EMP006574,3.8,excellent,65%,1.9,1.6,1.3,3.6,Exceeded expectations,Humaan Resources,2024-05-29
REV267036,EMP005473,Q1 2024,01-02-2024,EMP013436,3.4,average,40%,3.3,4.1,2.1,3.8,Consistent results,H.R.,02 Jan 2024
REV341223,EMP016203,Q1 2024,"May 09, 2021",EMP004634,1.5,4 - Good,59%,4.5,3.6,2.2,1.9,needs improvement,Research & Dev,"May 09, 2021"
REV614865,EMP019566,Q4 2023,20 Apr 2023,EMP005580,1.2,GOOD,33%,1.8,2.9,1.4,1.7,,Operatons,04-20-2023
REV186767,EMP004086,Q1 2021,2021/04/15,,3.8,good,59%,3.2,3.9,1.6,3.1,,Human Resource,15 Apr 2021
REV486385,EMP016650,Q3 2024,2023/11/01,EMP004442,4.1,EXCELLENT,66%,1.0,,2.4,3.2,Struggles with deadlines,IT,11-01-2023
REV418414,EMP006828,Q2 2024,"September 22, 2021",EMP011244,2.2,good,93%,3.6,1.3,3.6,3.2,Great team player,Customer Support,"September 22, 2021"
REV706304,EMP931700,Q4 2023,2023/02/26,EMP009588,3.3,2-Below Average,52%,4.1,1.6,1.4,1.1,good performer,FINANCE,2023-02-26
REV181029,EMP017089,Q2 2023,31 Dec 2023,EMP003458,3.4,Good,39%,1.3,3.5,1.5,1.9,NEEDS IMPROVEMENT,Mktg,"December 31, 2023"
REV571900,EMP003817,Q4 2021,15 Dec 2023,,,Below Avg,78%,1.1,1.5,2.8,2.0,Meets expectations,it,2023-12-15
REV378038,EMP001728,Q2 2024,08/11/2022,EMP005804,3.1 ,AVG,96%,3.5,,3.6,,N/A,Admin,2022-11-08
REV855391,EMP007650,Q4 2021,2024/01/06,EMP009708,2.8,3-Avg,85%,1.8,2.0,3.9,3.0,Struggles with deadlines,Info Tech,01-06-2024
REV479825,EMP018436,Q3 2021,2023-07-19,EMP006794,2.3,BELOW AVG,50%,5.0,2.1,1.9,4.6,good performer,CS,2023-07-19
REV674242,EMP015940,Q2 2023,07-24-2024,EMP002014,3.7,4 - Good,69%,3.7,,3.9,1.9,Meets expectations,PROCUREMENT,2024-07-24
REV432989,EMP017944,Q22022,10-17-2022,EMP013657,2.4,BELOW AVG,66%,1.4,3.4,,2.3,N/A,Slaes,2022/10/17
